 185, 215,  10,           194579.00,           205098.19
 185, 225,   5,            93030.00,           116916.75
 185, 226,  10,            37491.00,            41000.06
 185, 223,  23,          1453383.00,          1513333.94
 185, 222,   5,           125219.00,           151923.75
 185, 216,   4,           113031.00,           139559.72
 185, 206,   4,           134492.00,           157126.69
 185,  38,   2,             5158.00,            37365.19
 185, 184,  18,             7500.00,             7928.91
 185, 117,   2,            66170.00,           133624.28
 185, 171,   2,            22750.00,            87599.94
 185, 221,   5,            43748.00,            48755.62
 185, 162,   3,            21097.00,            22345.56
 185, 144,   3,            22000.00,            32829.19
 185, 143,   2,             6001.00,           105714.50
 185, 141,  33,            56051.00,            56152.00
 185, 131,   2,             4902.00,            34410.53
 185, 121,  19,           189840.00,           193638.94
 185, 113,  33,             1500.00,             1500.00
 185, 114,  13,           259399.00,           274461.38
 185, 112,  16,           357515.00,           372740.16
 185, 110,   2,            34020.00,           168066.09
 185, 106,   2,            45576.00,           207924.41
 185, 105,  12,           438249.00,           473283.59
 185, 103,   9,           439250.00,           463275.50
 185, 102,  22,           344345.00,           345841.12
 185, 101,   2,            71847.00,           159808.75
 185, 100,   2,             3986.00,            10313.31
 185,  84,   4,            48661.00,            63051.19
 185,  73,  30,           361553.00,           362225.41
 185, 238,   4,            62770.00,            88051.50
 185,  59,  16,          4841447.00,          4876092.19
 185,  72,   2,             2850.00,             3448.75
 185,  50,   6,            21558.00,            22079.06
 185,  49,   5,            96332.00,           100148.50
 185, 351,   2,             4294.00,            74129.53
 185,  21,   2,            28715.00,           172083.50
 185,  16,   3,           140594.00,           189012.56
 185,  52,  33,           124560.00,           124699.00
 185,   1,  31,           240772.00,           241310.62
 185,   3,  21,           158566.00,           163993.75
 199, 223,   1,                0.00,                0.00
 199, 203,   4,             7177.00,             8715.17
 199, 198,   2,              737.00,             2861.72
 199, 174,   2,              571.00,             2905.06
 199, 150,   2,             2614.00,             2905.06
 199, 106,  13,            32280.00,            34860.67
 199, 255,   2,               24.00,             2905.06
 210, 222,   4,            26750.00,            37641.63
 210, 203,   7,            75266.00,            75283.26
 210, 194,   2,              205.00,            12547.21
 210, 174,   2,             3761.00,            12547.21
 210, 162,   4,            27022.00,            33518.34
 210, 150,   3,            23452.00,            25094.42
 210, 143,   4,            35861.00,            37641.63
 210, 110,   2,                3.00,            12547.21
 210, 106,   1,                0.00,                0.00
 210,  99,   8,             6926.00,             8023.53
 210,  52,   2,                1.00,             3896.84
 210,   4,   2,             6600.00,            12547.21
 229, 237,   3,            58314.00,           111755.06
 229, 222,   4,            76773.00,           113942.81
 229, 216,   3,            53100.00,            93039.81
 229, 211,   2,                1.00,             9047.56
 229, 203,  10,          1167110.00,          1262092.78
 229, 174,   9,           306827.00,           320292.75
 229, 171,   2,            49500.00,            87599.94
 229, 159,   2,                3.00,           122366.34
 229, 150,   6,           585343.00,           705207.03
 229, 143,   2,            71156.00,           105714.50
 229, 136,   3,            17176.00,            22953.25
 229, 134,   2,               44.00,              868.78
 229, 106,   2,            87378.00,           169850.50
 229, 104,  23,           208120.00,           211472.94
 229,  99,   8,             6913.00,             8023.53
 229,  84,   2,             5003.00,            21017.06
 229,  50,   2,               21.00,             4415.81
 229, 351,   1,                0.00,                0.00
 229, 255,   3,           197680.00,           207964.88
 229,   4,   2,            23750.00,           156548.97
 230, 249,   2,            29507.05,            86189.91
 230, 237,   4,           139922.57,           167632.59
 230, 235,   4,              196.94,              208.78
 230, 215,   4,            48176.47,            68366.06
 230, 225,   2,            28483.77,            29229.19
 230, 226,   7,            26691.58,            27333.38
 230, 223,   2,            60816.14,            68787.91
 230, 222,  12,           383252.77,           417790.31
 230, 216,   3,            50776.12,            93039.81
 230, 211,   2,              754.13,             9047.56
 230, 206,   2,            46454.04,            52375.56
 230,  38,   2,             4304.03,            37365.19
 230, 203,   2,            37103.32,           101981.28
 230, 117,   4,           268095.01,           305943.84
 230, 171,   3,           108260.63,           175199.88
 230, 159,   2,             5116.43,           101981.28
 230, 150,   2,             4007.80,           101981.28
 230, 131,   2,            15724.29,            34410.53
 230, 121,   8,            66845.89,            75304.03
 230, 114,  13,           261343.95,           274461.38
 230, 112,   7,           127699.77,           149096.06
 230, 110,   2,            10668.59,           101981.28
 230, 106,   2,            19213.47,           101981.28
 230, 105,  10,           353877.01,           387232.03
 230, 102,   4,            47061.28,            49405.88
 230, 101,   2,             6531.96,           101981.28
 230, 100,   2,             6164.33,            10313.31
 230,  73,   3,            18561.92,            24981.06
 230, 238,   7,           158868.53,           176103.00
 230,  59,   7,           602781.52,           611887.67
 230, 116,  18,             9490.21,             9806.34
 230,  46,   2,             1741.31,             2488.81
 230, 351,   2,            11588.48,            74129.53
 230,  39,  19,             4839.89,             5044.50
 230,  16,   5,           290960.14,           378025.12
 230,   1,   2,             2462.61,             8043.69
 230,   4,   2,             2348.55,           101981.28
 230,   3,   2,             2707.97,             8199.69
 231, 249,   3,           165996.50,           172379.81
 231, 237,   2,            24565.45,            55877.53
 231, 236,   7,           270341.65,           289399.88
 231, 215,   2,            12490.23,            22788.69
 231, 225,   2,            23424.59,            29229.19
 231, 226,   3,             8867.91,             9111.12
 231, 223,   3,            78246.30,           137575.81
 231, 222,   3,            46740.93,            75961.88
 231, 220,  15,            56021.80,            60007.94
 231, 216,   5,           184792.70,           186079.62
 231, 211,   2,                6.94,             9047.56
 231, 207,  14,              873.31,              888.88
 231,  38,   2,            23604.32,            37365.19
 231, 203,   2,            98535.87,           140232.53
 231, 202,   5,           165645.62,           179482.00
 231, 197,  11,             3756.71,             3992.81
 231, 194,   2,            42736.69,            53793.25
 231, 191,  15,            12643.40,            13541.94
 231, 117,   6,           624144.95,           668121.41
 231, 174,   2,            29055.36,            40036.59
 231, 171,  10,           703247.00,           788399.44
 231, 170,   8,           326538.27,           360223.06
 231, 166,  14,            53325.89,            55982.88
 231, 165,  14,             4039.78,             4155.12
 231, 221,   4,            25160.18,            36566.72
 231, 159,  13,          1386115.38,          1468396.12
 231, 157,  15,            47205.36,            50560.12
 231, 150,   2,             3010.02,           141041.41
 231, 147,   5,             3063.53,             3838.88
 231,  28,   2,             1001.57,             6484.00
 231, 144,   5,            59323.47,            65658.38
 231, 143,   3,           186239.50,           211429.00
 231, 138,  11,          1001458.21,          1047060.31
 231, 136,   2,             5477.60,            11476.62
 231, 133,   2,             1021.18,             3302.94
 231, 131,   3,            52876.17,            68821.06
 231, 130,   7,             8782.13,            10125.00
 231, 123,  15,             5567.46,             5963.12
 231, 121,   3,            20933.73,            21515.44
 231, 114,   2,            10518.13,            22871.78
 231, 112,   2,            20897.38,            24849.34
 231, 110,   9,          1294755.52,          1344528.75
 231, 109,   8,            72574.68,            79202.81
 231, 106,   2,           203251.51,           207924.41
 231, 105,   3,            83861.55,            86051.56
 231, 103,   5,           187945.69,           231637.75
 231, 101,   3,           230442.60,           319617.50
 231,  95,  14,            69991.92,            70074.47
 231,  91,   2,               20.83,             1475.12
 231,  90,   4,             3063.53,             3398.44
 231,  89,  15,           193830.94,           207606.00
 231,  86,  15,             7858.98,             8417.50
 231, 238,   8,           184269.45,           205453.50
 231,  60,  15,            95536.88,           102326.44
 231,  59,   3,           638438.17,           650145.62
 231,  58,   5,            54972.85,            65991.62
 231,  56,  14,           226344.82,           232603.72
 231,  72,   8,            22465.91,            24141.25
 231, 116,   6,             2816.00,             2884.22
 231,  49,   3,            33698.86,            50074.25
 231,  48,  13,            99744.13,           108156.00
 231,  46,   3,             3063.53,             4977.62
 231,  44,   8,           285415.86,           316199.62
 231, 351,   7,           419561.01,           444777.19
 231,  40,  11,           213175.72,           219341.56
 231,  39,   6,             1254.01,             1401.25
 231,  32,   2,             2859.30,            12289.53
 231,  21,   3,           197155.08,           344167.00
 231,  23,  15,             8040.75,             8612.19
 231, 255,   2,            49989.09,           103982.44
 231,  14,  15,             6784.30,             7266.44
 231,  16,   2,            44805.19,            94506.28
 231,   4,   2,            86570.12,           156548.97
 231,   2,  14,            18806.01,            18836.19
 234, 237,   2,              636.94,              765.58
 234, 223,   2,                3.14,              765.58
 234, 159,   2,              659.08,              765.58
 234,  58,   2,              755.16,              765.58
 234,  21,  29,            21317.28,            21436.17
 234,  16,   3,             1127.33,             1531.16
 272, 235,   1,                0.00,                0.00
 272, 223,   2,                0.97,             5159.09
 272, 154,  21,            45223.08,            45775.00
 272, 198,   2,              115.42,             2861.72
 272, 150,   2,             4058.20,             5159.09
 272, 106,   3,             6368.57,            10318.18
 272, 102,   2,               72.74,             5159.09
 272, 238,  12,            53451.98,            56750.01
 272,  80,  12,            53242.48,            56750.01
 272,   3,   2,             2557.71,             5159.09
